,video_name,tag
0,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer01_food.mp4,Food
1,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer02_food.mp4,Food
2,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer03_food.mp4,Food
3,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer04_food.mp4,Food
4,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer05_food.mp4,Food
5,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer06_food.mp4,Food
6,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer07_food.mp4,Food
7,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer08_food.mp4,Food
8,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer09_food.mp4,Food
9,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer10_food.mp4,Food
10,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer11_food.mp4,Food
11,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer12_food.mp4,Food
12,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer13_food.mp4,Food
13,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer14_food.mp4,Food
14,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer15_food.mp4,Food
15,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer16_food.mp4,Food
16,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer17_food.mp4,Food
17,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Food/Signer18_food.mp4,Food
18,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer01_hello.mp4,Hello
19,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer02_hello.mp4,Hello
20,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer03_hello.mp4,Hello
21,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer04_hello.mp4,Hello
22,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer05_hello.mp4,Hello
23,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer06_hello.mp4,Hello
24,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer07_hello.mp4,Hello
25,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer08_hello.mp4,Hello
26,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer09_hello.mp4,Hello
27,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer10_hello.mp4,Hello
28,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer11_hello.mp4,Hello
29,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer12_hello.mp4,Hello
30,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer13_hello.mp4,Hello
31,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer14_hello.mp4,Hello
32,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer15_hello.mp4,Hello
33,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer16_hello.mp4,Hello
34,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer17_hello.mp4,Hello
35,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Hello/Signer18_hello.mp4,Hello
36,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer01_howareyou.mp4,HowAreYou
37,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer02_howareyou.mp4,HowAreYou
38,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer03_howareyou.mp4,HowAreYou
39,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer04_howareyou.mp4,HowAreYou
40,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer05_howareyou.mp4,HowAreYou
41,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer06_howareyou.mp4,HowAreYou
42,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer07_howareyou.mp4,HowAreYou
43,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer08_howareyou.mp4,HowAreYou
44,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer09_howareyou.mp4,HowAreYou
45,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer10_howareyou.mp4,HowAreYou
46,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer11_howareyou.mp4,HowAreYou
47,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer12_howareyou.mp4,HowAreYou
48,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer13_howareyou.mp4,HowAreYou
49,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer14_howareyou.mp4,HowAreYou
50,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer15_howareyou.mp4,HowAreYou
51,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer16_howareyou.mp4,HowAreYou
52,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer17_howareyou.mp4,HowAreYou
53,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/HowAreYou/Signer18_howareyou.mp4,HowAreYou
54,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer01_internet.mp4,Internet
55,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer02_internet.mp4,Internet
56,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer03_internet.mp4,Internet
57,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer04_internet.mp4,Internet
58,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer05_internet.mp4,Internet
59,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer06_internet.mp4,Internet
60,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer07_internet.mp4,Internet
61,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer08_internet.mp4,Internet
62,/FINALEST_CustomDataset10_KFOLDS/CustomDataset10_TRAIN_KFOLD4/Internet/Signer09_internet.mp4,Internet
